BOOKING,PRODUCT_KEY,ADULTS,CHILDREN,COUNTRY
4869,5,2,0,ES
4870,2,2,0,ES
4871,24,3,0,ES
4872,26,3,0,ES
4873,33,3,0,ES
4874,13,3,0,ES
4875,13,2,0,ES
4876,71,2,0,ES
4877,13,2,0,ES
4878,13,2,0,ES
4879,24,2,0,ES
4880,6,4,0,ES
4881,6,2,0,ES
4882,6,2,0,ES
4883,6,2,0,ES
4884,3,2,2,MX
4885,3,2,0,MX
4886,3,6,0,MX
4887,3,2,0,MX
4888,16,2,0,IT
4889,13,2,0,ES
4890,24,2,0,ES
4891,47,2,0,ES
4892,39,1,0,MX
4893,39,18,0,MX
4894,1,2,0,MC
4895,3,6,0,ES
4896,1,2,0,FR
4897,6,1,1,FR
4898,3,2,0,FR
4899,25,1,0,FR
4900,32,2,2,FR
4901,64,2,2,FR
4902,32,3,1,FR
4903,36,1,1,FR
4904,32,1,1,FR
4905,3,1,0,FR
4906,70,2,0,FR
4907,93,2,0,FR
4908,73,2,0,FR
4909,47,2,0,FR
4910,47,5,0,FR
4911,47,1,0,FR
4912,47,3,0,FR
4913,5,1,0,FR
4914,49,2,0,FR
4915,98,5,0,FR
4916,98,5,0,FR
4917,19,5,0,FR
4918,3,1,1,FR
4919,19,5,0,FR
4920,3,4,0,FR
4921,12,5,0,FR
4922,5,2,2,FR
4923,3,2,2,FR
4924,12,5,0,FR
4925,110,2,0,FR
4926,3,2,0,FR
4927,48,2,0,FR
4928,7,4,0,FR
4929,7,4,0,FR
4930,3,5,0,FR
4931,1,3,0,FR
4932,47,2,2,FR
4933,12,2,0,FR
4934,3,2,0,FR
4935,3,2,1,FR
4936,3,2,2,FR
4937,23,2,0,FR
4938,3,5,0,FR
4939,47,2,0,FR
4940,4,2,0,FR
4941,3,2,0,FR
4942,1,2,0,FR
4943,1,3,0,FR
4944,3,2,1,FR
4945,25,2,0,FR
4946,6,2,0,FR
4947,3,2,0,FR
4948,3,2,1,FR
4949,3,2,1,FR
4950,23,3,0,FR
4951,3,2,0,FR
4952,3,1,0,FR
4953,6,2,0,FR
4954,2,2,0,FR
4955,3,5,0,FR
4956,1,2,0,FR
4957,3,3,0,FR
4958,6,1,0,FR
4959,47,3,0,FR
4960,3,4,0,FR
4961,58,4,0,FR
4962,12,5,0,FR
4963,18,1,0,FR
4964,40,2,0,FR
4965,47,3,2,FR
4966,44,2,0,FR
4967,1,2,0,FR
4968,3,2,0,FR
4969,1,3,2,FR
4970,7,3,2,FR
4971,64,2,0,ES
4972,24,2,0,ES
4973,23,1,0,UY
4974,22,2,0,UY
4975,59,2,0,UY
4976,59,2,0,UY
4977,1,2,0,UK
4978,3,2,0,UK
4979,31,2,0,UK
4980,1,2,0,UK
4981,7,2,0,UK
4982,24,2,0,ES
4983,3,2,0,ES
4984,24,2,0,ES
4985,3,2,3,BR
4986,3,4,0,MX
4987,3,3,2,MX
4988,47,2,0,IT
4989,16,2,0,IT
4990,39,2,0,IT
4991,58,2,0,IT
4992,3,3,2,IT
4993,3,2,0,IT
4994,4,1,0,MX
4995,57,1,0,MX
4996,64,1,0,MX
4997,8,1,0,MX
4998,6,2,0,ES
4999,1,2,0,ES
5000,2,2,0,ES
5001,33,2,0,ES
5002,33,2,0,ES
5003,3,2,1,DE
5004,3,2,0,DE
5005,120,2,0,DE
5006,24,2,0,AR
5007,13,2,0,AR
5008,70,2,0,AR
5009,22,2,0,AR
5010,40,2,0,BR
5011,3,2,2,FR
5012,3,2,0,FR
5013,3,2,0,FR
5014,5,2,0,FR
5015,3,1,3,FR
5016,3,1,0,FR
5017,3,2,0,FR
5018,3,2,1,FR
5019,3,2,0,FR
5020,3,3,0,FR
5021,5,2,2,FR
5022,3,2,2,FR
5023,5,3,0,FR
5024,3,2,0,FR
5025,2,3,0,FR
5026,2,2,1,FR
5027,109,2,0,FR
5028,5,2,0,FR
5029,3,2,0,FR
5030,114,2,1,UK
5031,3,1,0,UK
5032,60,2,0,UK
5033,20,2,0,UK
5034,1,2,0,UK
5035,2,2,0,UK
5036,121,2,0,UK
5037,22,2,0,ES
5038,24,2,0,ES
5039,6,3,0,ES
5040,54,2,0,UY
5041,5,2,0,UY
5042,54,8,0,UY
5043,54,2,0,UY
5044,24,3,0,ES
5045,24,2,0,ES
5046,22,2,0,ES
5047,3,2,0,ES
5048,22,6,0,ES
5049,26,6,0,ES
5050,24,6,0,ES
5051,2,6,0,ES
5052,6,6,0,ES
5053,13,6,0,ES
5054,3,2,0,ES
5055,1,2,0,ES
5056,24,2,0,ES
5057,56,2,0,ES
5058,24,2,1,ES
5059,3,4,0,ES
5060,22,2,0,ES
5061,1,2,0,FR
5062,5,2,0,FR
5063,3,2,0,FR
5064,14,2,0,FR
5065,3,2,0,FR
5066,3,2,1,FR
5067,14,2,1,FR
5068,12,2,0,FR
5069,3,2,2,FR
5070,3,2,2,FR
5071,3,4,0,FR
5072,7,4,3,FR
5073,3,2,2,FR
5074,3,2,0,FR
5075,3,4,3,FR
5076,12,4,3,FR
5077,12,2,0,FR
5078,3,2,0,FR
5079,1,2,0,FR
5080,3,3,1,FR
5081,7,3,1,FR
5082,12,4,0,FR
5083,1,3,1,FR
5084,3,2,2,FR
5085,2,2,1,FR
5086,6,2,1,FR
5087,3,2,0,FR
5088,31,1,1,FR
5089,2,1,1,FR
5090,1,1,1,FR
5091,50,2,0,FR
5092,2,2,0,FR
5093,2,2,0,FR
5094,26,2,0,FR
5095,40,2,0,FR
5096,6,4,0,FR
5097,12,4,0,FR
5098,19,4,0,FR
5099,2,4,0,FR
5100,93,4,0,FR
5101,3,4,0,FR
5102,1,5,0,FR
5103,14,6,0,FR
5104,1,2,2,FR
5105,3,1,1,FR
5106,1,3,0,FR
5107,3,2,0,FR
5108,3,3,0,FR
5109,3,3,1,FR
5110,25,3,1,FR
5111,34,2,0,FR
5112,12,2,0,FR
5113,3,3,1,FR
5114,3,1,0,FR
5115,2,4,0,FR
5116,31,4,0,FR
5117,3,1,0,FR
5118,3,3,0,FR
5119,24,2,0,ES
5120,24,2,0,ES
5121,24,2,0,ES
5122,24,2,0,ES
5123,24,2,0,ES
5124,24,2,0,ES
5125,24,2,0,ES
5126,24,2,0,ES
5127,22,2,0,ES
5128,22,2,0,ES
5129,3,2,0,ES
5130,1,4,0,FR
5131,3,4,0,FR
5132,3,2,0,FR
5133,25,4,1,FR
5134,22,2,2,AR
5135,13,4,0,AR
5136,24,4,0,AR
5137,22,4,0,AR
5138,26,4,0,AR
5139,24,4,0,AR
5140,24,3,1,AR
5141,3,2,0,FR
5142,15,2,0,FR
5143,25,4,0,FR
5144,20,4,0,FR
5145,14,2,0,FR
5146,12,2,0,FR
5147,1,5,0,ES
5148,1,2,0,ES
5149,39,2,0,PT
5150,34,4,0,US
5151,1,6,0,US
5152,38,4,0,US
5153,38,10,0,US
5154,40,4,4,US
5155,40,3,1,US
5156,94,3,1,US
5157,94,4,4,US
5158,6,4,4,US
5159,40,4,4,US
5160,40,2,0,US
5161,40,4,3,US
5162,6,2,1,US
5163,40,2,1,US
5164,24,4,0,MX
5165,47,4,0,MX
5166,22,4,0,MX
5167,3,3,0,FR
5168,1,2,0,FR
5169,3,2,0,FR
5170,3,2,1,FR
5171,12,1,1,FR
5172,3,2,0,FR
5173,3,4,2,FR
5174,3,5,3,FR
5175,26,5,3,FR
5176,12,2,0,FR
5177,3,2,0,FR
5178,1,2,0,FR
5179,7,2,0,FR
5180,3,2,0,FR
5181,12,2,0,FR
5182,1,2,0,FR
5183,25,2,0,FR
5184,3,2,0,FR
5185,3,4,0,FR
5186,3,1,0,FR
5187,3,1,0,FR
5188,3,2,0,FR
5189,3,2,0,FR
5190,3,2,0,FR
5191,3,2,0,FR
5192,3,2,0,FR
5193,3,2,0,FR
5194,3,2,0,FR
5195,3,2,0,FR
5196,3,2,0,FR
5197,3,1,0,FR
5198,3,2,0,FR
5199,3,2,0,FR
5200,3,2,1,FR
5201,3,1,0,FR
5202,3,2,0,FR
5203,3,2,0,FR
5204,3,1,0,FR
5205,3,2,0,FR
5206,3,2,0,FR
5207,3,2,0,FR
5208,48,2,0,FR
5209,48,2,0,FR
5210,5,2,0,FR
5211,47,2,0,FR
5212,14,2,0,FR
5213,11,3,0,US
5214,1,2,0,FR
5215,12,4,1,FR
5216,3,2,0,FR
5217,5,2,0,GR
5218,3,2,0,FR
5219,3,2,1,FR
5220,3,1,1,FR
5221,3,2,0,FR
5222,26,2,0,FR
5223,3,2,0,FR
5224,5,3,0,FR
5225,7,3,0,FR
5226,12,3,0,FR
5227,3,3,0,FR
5228,3,2,0,FR
5229,1,1,0,FR
5230,3,2,0,FR
5231,3,4,0,FR
5232,7,2,0,FR
5233,83,2,0,ES
5234,19,2,1,ES
5235,83,3,0,ES
5236,54,3,0,ES
5237,5,2,0,ES
5238,29,3,0,ES
5239,1,3,0,ES
5240,26,3,0,ES
5241,5,3,0,ES
5242,18,2,1,ES
5243,18,2,1,ES
5244,24,2,0,ES
5245,1,2,1,FR
5246,12,2,1,FR
5247,2,2,3,FR
5248,3,2,0,FR
5249,2,1,1,FR
5250,5,1,1,FR
5251,6,2,1,FR
5252,2,2,1,FR
5253,1,2,1,FR
5254,64,2,1,FR
5255,40,2,1,FR
5256,50,2,1,FR
5257,2,2,1,FR
5258,3,4,1,FR
5259,12,2,0,FR
5260,3,2,0,FR
5261,3,3,1,FR
5262,12,3,1,FR
5263,12,4,0,FR
5264,3,4,0,FR
5265,14,2,0,FR
5266,14,5,0,FR
5267,3,5,0,FR
5268,7,2,0,FR
5269,3,2,0,FR
5270,3,3,0,FR
5271,12,4,0,FR
5272,3,4,0,FR
5273,14,2,0,FR
5274,3,2,0,FR
5275,14,2,0,FR
5276,3,2,0,FR
5277,3,2,2,FR
5278,40,2,2,FR
5279,14,4,0,FR
5280,3,4,0,FR
5281,3,2,0,FR
5282,3,2,0,FR
5283,14,2,0,FR
5284,3,2,0,FR
5285,12,2,0,FR
5286,2,2,0,FR
5287,15,2,0,FR
5288,2,2,0,FR
5289,14,3,0,FR
5290,3,3,0,FR
5291,15,2,0,FR
5292,14,1,1,FR
5293,3,1,1,FR
5294,7,2,2,FR
5295,3,1,0,FR
5296,3,2,0,FR
5297,12,1,0,FR
5298,3,2,2,FR
5299,3,2,2,FR
5300,13,5,0,FR
5301,3,4,0,FR
5302,3,10,0,FR
5303,3,10,0,FR
5304,3,1,1,FR
5305,3,2,2,FR
5306,28,2,2,FR
5307,47,4,0,FR
5308,3,2,0,FR
5309,16,6,4,FR
5310,40,6,4,FR
5311,6,6,4,FR
5312,5,6,4,FR
5313,3,6,4,FR
5314,12,6,4,FR
5315,43,2,0,PT
5316,11,2,0,PT
5317,5,3,0,PT
5318,22,2,0,PT
5319,61,2,0,ES
5320,24,2,1,ES
5321,3,2,0,FR
5322,3,2,0,FR
5323,24,2,0,ES
5324,3,2,0,US
5325,3,2,0,US
5326,2,1,0,EG
5327,2,10,0,EG
5328,40,10,0,EG
5329,5,1,0,EG
5330,5,10,0,EG
5331,26,10,0,EG
5332,2,3,0,EG
5333,5,3,0,EG
5334,40,3,0,EG
5335,40,2,0,EG
5336,2,2,0,EG
5337,40,2,0,EG
5338,5,2,0,EG
5339,2,17,0,EG
5340,2,20,0,EG
5341,40,14,0,EG
5342,40,1,0,EG
5343,2,1,0,EG
5344,1,1,0,FR
5345,3,2,1,FR
5346,3,2,1,FR
5347,1,2,1,IN
5348,26,2,1,IN
5349,38,2,0,IN
5350,2,2,0,IN
5351,2,4,0,IN
5352,38,4,0,IN
5353,38,1,0,IN
5354,1,1,0,IN
5355,38,2,0,IN
5356,51,2,1,MX
5357,3,2,0,FR
5358,60,2,0,FR
5359,7,2,0,FR
5360,21,2,0,FR
5361,1,2,0,FR
5362,3,2,0,FR
5363,5,2,0,FR
5364,3,2,0,FR
5365,6,2,0,FR
5366,38,2,2,FR
5367,12,2,2,FR
5368,61,2,2,FR
5369,2,2,2,FR
5370,93,2,0,ES
5371,6,2,0,ES
5372,3,3,1,BR
5373,70,2,0,BR
5374,74,2,0,BR
5375,58,2,0,BR
5376,54,2,0,BR
5377,6,2,0,BR
5378,29,2,0,BR
5379,47,2,0,BR
5380,47,2,0,BR
5381,22,2,0,BR
5382,13,3,0,BR
5383,38,3,0,BR
5384,40,3,0,BR
5385,48,3,0,BR
5386,48,3,0,BR
5387,37,3,0,BR
5388,26,3,0,BR
5389,37,4,0,BR
5390,22,3,0,BR
5391,48,2,0,BR
5392,1,2,0,UK
5393,16,1,3,UK
5394,3,1,3,UK
5395,3,2,0,FR
5396,3,4,0,FR
5397,5,4,0,FR
5398,12,4,0,FR
5399,24,2,0,ES
5400,22,2,0,ES
5401,13,2,0,ES
5402,3,6,0,FR
5403,14,2,1,FR
5404,3,2,0,FR
5405,3,1,1,FR
5406,3,2,0,FR
5407,3,2,1,FR
5408,1,2,0,FR
5409,3,2,0,FR
5410,3,5,0,FR
5411,3,5,0,FR
5412,7,1,0,FR
5413,23,2,0,FR
5414,3,2,0,FR
5415,1,2,0,FR
5416,7,2,0,FR
5417,3,2,0,FR
5418,3,1,0,FR
5419,3,6,0,FR
5420,12,2,0,FR
5421,1,2,0,FR
5422,3,2,0,FR
5423,25,4,0,FR
5424,1,2,0,FR
5425,3,2,0,FR
5426,7,2,1,FR
5427,3,2,1,FR
5428,3,2,0,PT
5429,3,2,0,PT
5430,3,2,1,FR
5431,50,2,0,US
5432,56,2,0,PE
5433,12,2,3,ES
5434,3,2,3,ES
5435,3,4,0,FR
5436,1,4,0,FR
5437,3,5,0,FR
5438,47,2,2,FR
5439,3,4,0,FR
5440,7,4,0,FR
5441,3,2,1,FR
5442,1,2,0,FR
5443,3,2,1,FR
5444,3,2,2,FR
5445,3,2,0,FR
5446,3,2,0,FR
5447,48,5,0,FR
5448,23,2,0,FR
5449,47,2,0,IT
5450,19,1,0,JO
5451,13,2,2,ES
5452,13,2,2,ES
5453,24,2,2,ES
5454,5,2,0,ES
5455,1,2,0,ES
5456,3,3,2,FR
5457,23,1,0,FR
5458,3,3,0,FR
5459,3,2,2,FR
5460,12,3,0,FR
5461,61,1,0,FR
5462,3,1,0,FR
5463,25,2,0,FR
5464,57,2,0,FR
5465,3,2,0,FR
5466,12,2,0,FR
5467,12,2,2,FR
5468,3,2,1,FR
5469,3,2,0,FR
5470,3,3,0,FR
5471,3,2,0,FR
5472,1,5,0,FR
5473,3,3,2,FR
5474,25,4,0,FR
5475,25,4,0,FR
5476,5,4,0,FR
5477,3,4,0,FR
5478,12,4,0,FR
5479,33,4,0,FR
5480,33,4,0,FR
5481,2,4,1,BO
5482,113,4,1,BO
5483,26,1,0,BO
5484,5,1,0,BO
5485,28,3,0,BO
5486,28,20,0,BO
5487,39,1,0,BO
5488,38,2,0,PA
5489,24,2,0,PA
5490,12,2,2,FR
5491,14,2,0,FR
5492,35,2,0,FR
5493,12,2,0,FR
5494,28,20,0,MX
5495,3,4,3,FR
5496,3,2,1,FR
5497,3,2,0,FR
5498,14,2,0,FR
5499,14,4,0,FR
5500,3,4,0,FR
5501,3,2,0,FR
5502,12,2,0,FR
5503,61,2,0,ES
5504,56,2,0,ES
5505,6,1,0,VE
5506,11,2,0,VE
5507,12,2,0,FR
5508,4,2,0,FR
5509,3,2,0,FR
5510,3,2,0,FR
5511,3,3,1,FR
5512,3,4,0,FR
5513,1,2,0,FR
5514,12,2,0,FR
5515,1,1,0,FR
5516,3,1,0,FR
5517,3,1,0,FR
5518,1,1,0,FR
5519,40,3,0,EC
5520,61,3,0,EC
5521,43,3,0,EC
5522,23,2,0,EC
5523,3,2,0,FR
5524,3,2,0,FR
5525,3,2,0,FR
5526,14,3,0,FR
5527,24,2,0,ES
5528,3,2,0,BR
5529,47,3,0,BR
5530,24,2,0,ES
5531,71,2,0,ES
5532,13,2,0,FR
5533,6,4,3,FR
5534,61,4,3,FR
5535,3,2,2,FR
5536,24,2,3,ES
5537,45,2,0,ES
5538,24,2,0,ES
5539,24,2,0,ES
5540,24,2,0,ES
5541,24,2,0,ES
5542,1,2,0,ES
5543,3,2,0,ES
5544,24,2,0,ES
5545,6,2,0,ES
5546,24,2,0,ES
5547,45,2,0,ES
5548,24,2,0,ES
5549,45,2,0,ES
5550,56,2,0,ES
5551,22,2,0,ES
5552,24,2,0,ES
5553,13,2,0,ES
5554,47,2,0,MX
5555,2,2,0,MX
5556,5,2,0,MX
5557,13,2,0,IT
5558,24,2,0,ES
5559,6,2,0,ES
5560,2,2,0,ES
5561,24,2,0,ES
5562,24,2,0,ES
5563,24,2,0,ES
5564,24,2,0,ES
5565,24,2,0,ES
5566,24,2,0,ES
5567,12,2,0,ES
5568,24,2,0,ES
5569,24,6,0,ES
5570,12,4,0,ES
5571,13,4,0,ES
5572,26,4,0,ES
5573,13,4,0,ES
5574,24,4,0,ES
5575,12,4,0,ES
5576,24,2,0,ES
5577,13,2,0,ES
5578,74,2,0,ES
5579,24,2,0,ES
5580,24,2,0,ES
5581,24,2,0,ES
5582,3,2,0,ES
5583,24,2,0,ES
5584,26,2,0,ES
5585,56,2,0,ES
5586,24,2,0,ES
5587,2,2,0,ES
5588,2,3,0,ES
5589,2,2,0,ES
5590,2,2,0,ES
5591,2,2,0,ES
5592,2,2,0,ES
5593,2,2,0,ES
5594,2,2,0,ES
5595,2,2,0,ES
5596,2,2,0,ES
5597,13,1,0,ES
5598,3,4,0,ES
5599,24,4,0,ES
5600,3,2,2,ES
5601,1,2,0,ES
5602,56,2,0,ES
5603,13,2,0,ES
5604,24,2,0,ES
5605,24,2,0,ES
5606,13,2,0,ES
5607,13,2,0,ES
5608,24,2,0,ES
5609,13,2,0,ES
5610,35,2,0,ES
5611,12,2,0,ES
5612,24,2,0,ES
5613,35,3,0,ES
5614,12,3,0,ES
5615,13,3,0,ES
5616,2,3,0,ES
5617,24,3,0,ES
5618,24,2,0,ES
5619,47,2,0,ES
5620,7,2,0,ES
5621,24,2,0,ES
5622,3,2,0,ES
5623,5,2,0,ES
5624,1,2,0,ES
5625,16,3,0,ES
5626,2,3,0,ES
5627,24,3,0,ES
5628,22,2,0,ES
5629,71,2,0,ES
5630,24,2,0,ES
5631,22,3,0,ES
5632,3,6,5,ES
5633,3,2,0,ES
5634,24,2,2,ES
5635,24,2,2,ES
5636,24,2,0,ES
5637,25,2,0,ES
5638,3,3,0,ES
5639,24,2,0,ES
5640,24,2,0,ES
5641,22,3,0,ES
5642,7,3,0,ES
5643,24,2,0,ES
5644,24,2,0,ES
5645,24,2,0,ES
5646,24,2,0,ES
5647,3,2,0,ES
5648,24,2,0,ES
5649,1,2,0,ES
5650,21,2,0,ES
5651,24,2,0,ES
5652,3,2,0,ES
5653,13,2,0,ES
5654,1,2,0,ES
5655,12,2,0,PT
5656,1,2,0,PT
5657,5,2,0,PT
5658,3,3,0,PT
5659,48,2,0,PT
5660,48,2,0,PT
5661,28,2,0,PT
5662,47,2,0,PT
5663,5,2,0,PT
5664,13,2,0,ES
5665,1,2,0,ES
5666,3,4,0,ES
5667,24,4,0,ES
5668,3,4,0,ES
5669,24,4,0,ES
5670,24,4,0,ES
5671,24,3,0,ES
5672,24,2,0,ES
5673,22,2,0,ES
5674,13,2,0,ES
5675,22,2,0,ES
5676,24,4,1,ES
5677,13,2,0,ES
5678,24,3,0,ES
5679,71,3,0,ES
5680,22,4,0,ES
5681,12,4,0,ES
5682,3,4,0,ES
5683,22,2,0,ES
5684,12,2,0,ES
5685,24,2,0,ES
5686,24,3,0,ES
5687,24,3,0,ES
5688,24,3,0,ES
5689,24,4,0,ES
5690,24,4,1,ES
5691,26,2,0,ES
5692,24,2,0,ES
5693,24,2,0,ES
5694,24,2,0,ES
5695,12,4,0,ES
5696,24,4,0,ES
5697,24,2,3,ES
5698,22,5,0,ES
5699,48,5,0,ES
5700,3,2,0,ES
5701,13,2,0,ES
5702,14,2,0,ES
5703,24,2,0,ES
5704,56,2,0,ES
5705,24,2,1,ES
5706,56,2,1,ES
5707,22,2,1,ES
5708,24,2,0,ES
5709,24,2,0,ES
5710,22,2,0,ES
5711,1,2,0,ES
5712,24,2,0,ES
5713,24,2,0,ES
5714,24,3,0,ES
5715,1,1,0,ES
5716,24,2,0,ES
5717,6,2,0,ES
5718,2,2,0,ES
5719,24,2,0,ES
5720,13,2,0,ES
5721,1,2,0,ES
5722,24,2,0,ES
5723,24,2,0,ES
5724,24,2,0,ES
5725,24,2,0,ES
5726,89,2,0,ES
5727,89,2,0,ES
5728,89,2,0,ES
5729,1,2,0,ES
5730,24,2,0,ES
5731,89,2,0,ES
5732,89,2,0,ES
5733,89,2,0,ES
5734,89,2,0,ES
5735,13,2,0,ES
5736,24,2,0,ES
5737,24,2,0,ES
5738,24,2,0,ES
5739,89,2,0,ES
5740,26,2,0,ES
5741,56,2,0,ES
5742,87,2,0,ES
5743,25,2,0,ES
5744,24,2,0,ES
5745,24,4,0,ES
5746,13,4,0,ES
5747,8,2,1,ES
5748,24,2,1,ES
5749,3,4,0,ES
5750,14,4,0,ES
5751,39,4,0,ES
5752,22,4,0,ES
5753,24,4,0,ES
5754,21,2,0,ES
5755,26,4,4,ES
5756,3,4,4,ES
5757,24,2,0,ES
5758,24,3,2,ES
5759,24,4,0,ES
5760,24,4,0,ES
5761,13,2,0,ES
5762,24,2,0,ES
5763,12,2,0,ES
5764,1,2,0,ES
5765,26,2,0,ES
5766,29,2,0,ES
5767,3,2,0,ES
5768,24,2,0,ES
5769,26,2,0,ES
5770,26,2,0,ES
5771,22,3,0,ES
5772,3,4,0,ES
5773,24,2,0,ES
5774,22,2,0,ES
5775,24,2,0,ES
5776,24,2,2,ES
5777,24,4,0,ES
5778,12,2,0,ES
5779,13,2,0,ES
5780,13,2,0,ES
5781,12,2,0,ES
5782,24,2,0,ES
5783,3,2,0,ES
5784,22,2,0,ES
5785,33,4,0,ES
5786,33,4,0,ES
5787,24,2,0,ES
5788,24,2,0,ES
5789,24,2,0,ES
5790,7,6,2,PT
5791,73,4,0,PT
5792,73,4,0,PT
5793,58,2,0,ES
5794,47,2,0,ES
5795,6,3,0,ES
5796,2,3,0,ES
5797,13,2,0,ES
5798,47,2,1,ES
5799,13,2,1,ES
5800,24,2,1,ES
5801,1,2,0,ES
5802,24,4,4,ES
5803,24,3,0,ES
5804,22,3,0,ES
5805,22,2,0,ES
5806,75,2,0,ES
5807,12,2,0,ES
5808,24,2,0,ES
5809,24,2,0,ES
5810,89,2,2,ES
5811,13,2,0,ES
5812,24,2,0,ES
5813,56,2,0,ES
5814,26,2,0,ES
5815,24,2,0,ES
5816,14,2,0,ES
5817,13,2,0,ES
5818,32,2,0,ES
5819,13,2,0,ES
5820,13,4,0,ES
5821,24,2,0,ES
5822,13,2,0,ES
5823,24,2,0,ES
5824,24,2,0,ES
5825,24,2,0,ES
5826,24,2,0,ES
5827,13,2,0,ES
5828,24,2,0,ES
5829,22,2,0,ES
5830,21,2,0,ES
5831,3,2,0,ES
5832,13,2,0,ES
5833,6,2,0,ES
5834,2,6,0,ES
5835,24,2,0,ES
5836,1,2,0,ES
5837,89,2,0,ES
5838,24,2,0,ES
5839,18,3,1,ES
5840,18,3,1,ES
5841,3,2,0,ES
5842,3,3,1,ES
5843,2,2,0,ES
5844,18,2,0,ES
5845,13,2,0,ES
5846,24,2,0,ES
5847,2,2,0,ES
5848,18,4,0,ES
5849,2,4,0,ES
5850,28,2,0,PT
5851,24,2,2,ES
5852,3,2,2,ES
5853,24,2,2,ES
5854,3,2,0,ES
5855,24,2,0,ES
5856,22,2,2,ES
5857,3,8,0,ES
5858,25,4,0,ES
5859,25,4,0,ES
5860,24,2,0,ES
5861,3,2,0,ES
5862,13,2,0,ES
5863,13,2,0,ES
5864,26,2,0,ES
5865,25,2,0,ES
5866,26,4,0,ES
5867,3,2,2,ES
5868,2,4,0,ES
5869,24,4,0,ES
5870,3,2,0,ES
5871,24,2,0,ES
5872,24,2,0,ES
5873,7,2,1,ES
5874,39,2,0,ES
5875,7,2,0,ES
5876,25,2,0,ES
5877,24,3,1,ES
5878,24,2,0,ES
5879,24,5,0,ES
5880,22,4,0,ES
5881,24,4,0,ES
5882,24,2,0,ES
5883,2,2,0,ES
5884,24,2,0,ES
5885,26,2,0,ES
5886,13,2,0,ES
5887,7,6,0,ES
5888,89,2,0,ES
5889,24,2,0,ES
5890,24,2,0,ES
5891,24,2,0,ES
5892,13,2,0,ES
5893,24,4,0,ES
5894,24,2,0,ES
5895,12,2,0,ES
5896,14,4,0,ES
5897,24,4,0,ES
5898,24,2,0,ES
5899,22,2,0,ES
5900,2,2,0,ES
5901,15,2,0,ES
5902,24,2,0,ES
5903,45,2,0,ES
5904,47,2,0,ES
5905,71,2,0,ES
5906,2,2,0,ES
5907,1,1,0,ES
5908,45,2,0,ES
5909,56,2,0,ES
5910,33,2,0,ES
5911,3,2,0,ES
5912,24,2,0,ES
5913,26,2,0,ES
5914,5,2,0,ES
5915,3,2,0,ES
5916,3,3,1,ES
5917,14,7,0,ES
5918,57,6,0,ES
5919,24,2,0,ES
5920,13,2,0,ES
5921,24,4,0,ES
5922,24,2,0,ES
5923,22,2,0,ES
5924,24,2,0,ES
5925,56,2,0,ES
5926,22,7,0,ES
5927,24,9,0,ES
5928,24,2,0,ES
5929,3,2,0,ES
5930,7,2,0,ES
5931,3,2,0,ES
5932,45,2,0,ES
5933,1,2,0,ES
5934,13,2,0,ES
5935,2,2,0,ES
5936,6,2,0,ES
5937,6,6,0,ES
5938,2,6,0,ES
5939,6,2,0,ES
5940,24,3,0,ES
5941,13,3,0,ES
5942,3,2,1,ES
5943,3,2,1,ES
5944,13,2,0,ES
5945,2,2,0,ES
5946,24,2,0,ES
5947,24,2,0,ES
5948,13,2,0,ES
5949,13,2,0,ES
5950,24,4,0,ES
5951,24,3,0,ES
5952,22,3,0,ES
5953,24,2,0,ES
5954,13,2,0,ES
5955,24,2,0,ES
5956,22,2,0,ES
5957,24,2,0,ES
5958,73,2,0,ES
5959,1,2,0,ES
5960,12,2,0,ES
5961,24,2,0,ES
5962,13,4,0,ES
5963,24,2,0,ES
5964,24,7,0,ES
5965,24,2,0,ES
5966,56,2,0,ES
5967,13,2,0,ES
5968,1,3,1,ES
5969,34,3,1,ES
5970,13,3,1,ES
5971,26,2,2,ES
5972,24,2,0,ES
5973,3,3,1,ES
5974,3,2,2,ES
5975,13,4,0,ES
5976,1,4,0,ES
5977,2,4,0,ES
5978,13,2,0,ES
5979,2,5,5,ES
5980,2,7,0,ES
5981,3,2,2,ES
5982,3,2,2,ES
5983,3,2,0,ES
5984,24,2,0,ES
5985,2,2,0,ES
5986,13,4,0,ES
5987,24,2,0,ES
5988,22,4,0,ES
5989,1,2,0,ES
5990,7,4,0,ES
5991,24,2,0,ES
5992,13,1,0,ES
5993,3,2,1,ES
5994,24,2,0,ES
5995,3,2,1,ES
5996,14,3,0,ES
5997,1,2,0,ES
5998,13,2,0,ES
5999,14,2,0,ES
6000,24,2,0,ES
6001,13,2,0,ES
6002,56,2,0,ES
6003,22,2,0,ES
6004,1,2,0,ES
6005,34,2,0,ES
6006,24,2,0,ES
6007,13,2,0,ES
6008,24,2,0,ES
6009,12,2,0,ES
6010,1,1,1,ES
6011,24,2,1,ES
6012,6,2,0,ES
6013,24,2,0,ES
6014,2,2,0,ES
6015,24,2,0,ES
6016,23,4,0,ES
6017,26,4,0,ES
6018,14,4,0,ES
6019,24,2,0,ES
6020,13,2,0,ES
6021,1,2,0,ES
6022,13,2,0,ES
6023,24,2,0,ES
6024,12,5,0,ES
6025,24,2,0,ES
6026,3,2,0,ES
6027,22,2,0,ES
6028,22,3,0,ES
6029,53,3,0,ES
6030,1,2,0,ES
6031,3,2,0,ES
6032,6,2,0,ES
6033,24,2,0,ES
